name;rating;convenience;security;functionality;comment 
Нора 65;1.4;1;2;5;Это здание очень функционально.
Йодль 71;4.2;3;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Йодль 71;3.0;1;1;5;Это здание является примером функционального дизайна.
Шале 14;1.5;3;3;5;Это здание построено из стандартных строительных материалов.
Особняк 50;4.4;1;1;2;У этого здания отличная архитектура.
Автомойка 15;4.9;3;4;3;У этого здания отличная архитектура.
Лестница 82;1.2;5;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Особняк 50;4.6;5;1;5;Это великолепное здание!
Нора 2;3.8;3;1;4;Это здание представляет собой типичный образец современной архитектуры.
Мост 68;3.9;2;5;2;Это здание очень функционально.
 Вилла 80;2.9;1;1;4;У этого здания отличная архитектура.
Котельная 21;0.4;4;5;1;Это здание очень функционально.
Шале 14;4.6;3;2;5;Это здание очень функционально.
Шале 14;2.6;1;4;5;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 12;1.6;1;1;2;Это здание является примером функционального дизайна.
Замок 98;0.7;3;4;1;Это здание построено из стандартных строительных материалов.
Лестница 22;3.0;3;1;2;Это здание является примером функционального дизайна.
Улей 67;5.0;5;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Усадьба 38;4.0;4;4;5;Это здание очень функционально.
Подвал 87;3.3;4;1;5;Мне нравится дизайн этого здания.
Крольчатник 69;0.4;5;2;3;Это здание является примером функционального дизайна.
Мост 68;2.3;5;2;2;Это здание очень функционально.
Улей 67;1.3;5;5;1;Это здание является примером функционального дизайна.
Дупло 100;5.0;5;3;3;Это здание построено из стандартных строительных материалов.
Супермаркет 7;0.6;4;1;2;Мне нравится дизайн этого здания.
Автомойка 15;2.0;4;5;4;Это здание не имеет особых архитектурных особенностей.
Плантация 78;0.2;3;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Чердак 10;2.7;2;3;5;Это великолепное здание!
Усадьба 38;1.8;4;3;4;Это здание не имеет особых архитектурных особенностей.
Мост 68;3.7;3;1;3;Это здание является примером функционального дизайна.
Конюшня 84;3.2;4;3;2;Это здание является примером функционального дизайна.
Дупло 100;1.3;1;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ресторан 93;1.3;3;3;4;У этого здания отличная архитектура.
Осатаник 47;1.6;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 93;2.8;5;5;3;У этого здания отличная архитектура.
Шале 14;4.3;4;3;1;Это здание построено из стандартных строительных материалов.
Дупло 100;4.0;4;5;5;Это здание построено из стандартных строительных материалов.
Замок 98;1.2;3;2;1;Это здание не имеет особых архитектурных особенностей.
Супермаркет 7;2.3;3;5;4;Это здание не имеет особых архитектурных особенностей.
Усадьба 38;0.3;2;1;4;Мне нравится дизайн этого здания.
Дупло 60;0.5;4;5;2;У этого здания отличная архитектура.
Волчатник 12;1.6;1;5;5;Это великолепное здание!
Ресторан 25;3.1;2;1;5;Это здание не имеет особых архитектурных особенностей.
Торговый центр 53;4.4;2;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бомбоубежище 32;0.6;2;5;1;Это здание построено из стандартных строительных материалов.
Супермаркет 7;4.5;4;3;1;Это здание не имеет особых архитектурных особенностей.
Дупло 60;5.0;5;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Верфь 21;1.5;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Подвал 87;4.5;3;2;5;Это здание построено из стандартных строительных материалов.
Шале 14;3.3;5;5;2;У этого здания отличная архитектура.
ТЭЦ 75;2.0;4;3;1;Это здание не имеет особых архитектурных особенностей.
Ресторан 25;2.5;3;2;5;Это здание имеет стандартную конструкцию.
Нора 65;0.4;2;3;3;Это здание является примером функционального дизайна.
Кубло 55;4.6;1;3;1;Это здание имеет стандартную конструкцию.
Супермаркет 7;2.1;4;1;2;Это великолепное здание!
Автомойка 19;4.9;3;5;3;Мне нравится дизайн этого здания.
Аэропорт 32;2.0;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Ферма 51;1.5;3;5;2;Это здание не имеет особых архитектурных особенностей.
Нора 2;4.5;2;3;4;Мне нравится дизайн этого здания.
Кошара 23;1.0;3;2;3;У этого здания отличная архитектура.
 Вилла 80;1.4;2;1;1;Это великолепное здание!
Стадион 80;1.9;3;3;1;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 75;4.9;3;1;4;Это здание является примером функционального дизайна.
Улей 67;2.9;1;3;2;Это здание является примером функционального дизайна.
Дупло 100;4.3;1;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Котельная 21;0.9;1;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
ТЭЦ 75;3.3;2;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 8;3.9;2;5;3;Это здание имеет стандартную конструкцию.
Музей 93;1.2;5;1;4;Это здание имеет стандартную конструкцию.
Лестница 22;0.7;3;1;4;Это здание не имеет особых архитектурных особенностей.
Чердак 10;0.3;4;5;4;Это здание представляет собой типичный образец современной архитектуры.
Подвал 87;4.0;2;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лестница 22;3.9;1;5;3;Это здание является примером функционального дизайна.
Ламарий 52;2.3;3;4;4;Это здание является примером функционального дизайна.
Лестница 82;3.5;1;2;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 98;0.9;1;1;5;Это здание представляет собой типичный образец современной архитектуры.
ТЭЦ 75;2.0;1;2;4;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 42;3.1;3;1;3;Это здание не имеет особых архитектурных особенностей.
Крольчатник 69;1.8;2;4;4;У этого здания отличная архитектура.
Ангар 74;2.0;4;4;1;Мне нравится дизайн этого здания.
Шале 14;1.1;2;3;1;Это великолепное здание!
Кошара 23;1.8;5;3;2;У этого здания отличная архитектура.
Улей 22;2.1;5;1;2;Это здание не имеет особых архитектурных особенностей.
Нора 38;0.7;3;4;3;Это здание построено из стандартных строительных материалов.
Бомбоубежище 32;2.6;1;4;3;Это здание не имеет особых архитектурных особенностей.
Нора 2;3.2;1;3;2;Это великолепное здание!
Борть 76;3.9;5;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ламарий 52;0.5;5;2;4;Это здание не имеет особых архитектурных особенностей.
Ангар 74;2.6;3;1;2;У этого здания отличная архитектура.
Бункер 43;0.5;5;5;3;Это здание имеет стандартную конструкцию.
Осатаник 47;1.3;2;3;5;Это здание очень функционально.
Торговый центр 38;3.7;5;5;1;Это великолепное здание!
Дупло 60;0.9;2;1;3;Мне нравится дизайн этого здания.
Нора 38;2.2;2;1;1;Это здание представляет собой типичный образец современной архитектуры.
Лестница 22;1.3;1;3;4;Это здание имеет стандартную конструкцию.
Торговый центр 53;0.5;3;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 32;3.8;5;5;2;Это здание построено из стандартных строительных материалов.
Стадион 80;2.2;5;3;1;Это здание построено из стандартных строительных материалов.
Плантация 78;1.3;3;5;2;Мне нравится дизайн этого здания.
Кубло 55;2.1;1;5;4;Это здание имеет стандартную конструкцию.
Замок 37;0.2;2;4;4;Это здание является примером функционального дизайна.
Конюшня 84;3.8;2;1;5;Это здание является примером функционального дизайна.
 Вилла 80;3.0;2;4;4;Это здание построено из стандартных строительных материалов.
Лежбище 18;0.2;5;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Волчатник 12;1.8;3;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Йодль 71;3.2;1;4;1;Это здание представляет собой типичный образец современной архитектуры.
Йодль 71;3.8;4;2;2;Это здание имеет стандартную конструкцию.
Замок 98;1.8;3;4;1;Это здание является примером функционального дизайна.
Котельная 8;1.3;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Гнездо 42;4.9;2;2;3;Мне нравится дизайн этого здания.
Улей 67;4.4;5;3;5;Это здание очень функционально.
Ресторан 25;1.0;2;1;1;Мне нравится дизайн этого здания.
Улей 67;3.7;5;4;5;Это здание не имеет особых архитектурных особенностей.
Особняк 50;1.0;3;2;2;Это великолепное здание!
Гнездо 42;1.4;4;1;3;Это здание не имеет особых архитектурных особенностей.
Бункер 43;3.3;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 93;0.9;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
Лестница 22;2.2;1;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лежбище 18;2.1;3;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Волчатник 12;2.0;3;5;4;Это здание очень функционально.
Особняк 50;4.4;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Плантация 78;1.6;4;3;1;Это здание представляет собой типичный образец современной архитектуры.
Ферма 51;5.0;1;4;5;Это здание построено из стандартных строительных материалов.
Улей 67;1.3;5;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 21;4.2;4;1;1;Это здание имеет стандартную конструкцию.
Дупло 60;4.0;3;3;5;Это здание имеет стандартную конструкцию.
Крольчатник 69;2.3;1;2;4;Это здание очень функционально.
ТЭЦ 75;2.1;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Улей 22;0.2;1;3;5;Это здание очень функционально.
Котельная 21;3.8;5;4;1;Это здание представляет собой типичный образец современной архитектуры.
Стадион 80;4.2;5;1;2;Это здание представляет собой типичный образец современной архитектуры.
Верфь 8;2.8;4;5;4;Это здание не имеет особых архитектурных особенностей.
Улей 22;4.6;4;4;5;Это здание построено из стандартных строительных материалов.
Дупло 60;2.8;2;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 65;0.4;3;2;3;У этого здания отличная архитектура.
Кошара 23;2.9;1;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Супермаркет 7;1.3;2;3;4;Мне нравится дизайн этого здания.
 Вилла 80;4.9;5;4;5;Это здание не имеет особых архитектурных особенностей.
Йодль 71;3.1;2;3;4;Это здание построено из стандартных строительных материалов.
Бомбоубежище 32;0.9;4;4;4;Это здание не имеет особых архитектурных особенностей.
Плантация 78;0.8;1;4;5;Это здание не имеет особых архитектурных особенностей.
Музей 93;3.1;2;5;4;Это здание построено из стандартных строительных материалов.
Котельная 8;2.3;5;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 22;0.4;5;3;4;Это здание имеет стандартную конструкцию.
Замок 37;2.3;5;5;2;Это здание построено из стандартных строительных материалов.
Чердак 10;2.0;4;5;1;Это великолепное здание!
Борть 76;0.2;3;1;1;Это здание очень функционально.
Нора 38;1.7;2;4;2;Это здание построено из стандартных строительных материалов.
Осатаник 47;1.1;2;5;1;У этого здания отличная архитектура.
Замок 37;1.0;3;1;5;Это здание имеет стандартную конструкцию.
Ангар 74;4.9;3;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 2;3.4;4;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Улей 22;3.2;3;3;2;Это здание не имеет особых архитектурных особенностей.
Улей 67;2.8;1;5;1;Это великолепное здание!
Улей 67;3.8;1;5;2;Это здание очень функционально.
Волчатник 12;1.7;2;2;2;Это здание построено из стандартных строительных материалов.
Мост 68;2.0;2;5;2;У этого здания отличная архитектура.
Торговый центр 53;1.1;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Бункер 43;3.9;1;3;4;Это здание имеет стандартную конструкцию.
Ферма 51;4.2;2;4;3;У этого здания отличная архитектура.
Котельная 21;3.4;5;1;1;Это здание не имеет особых архитектурных особенностей.
Бункер 43;1.6;5;1;5;Это здание построено из стандартных строительных материалов.
Котельная 8;3.1;4;1;2;Мне нравится дизайн этого здания.
 Вилла 80;0.9;2;4;2;Это здание имеет стандартную конструкцию.
Стадион 80;0.3;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 43;1.0;3;1;1;Это здание имеет стандартную конструкцию.
Нора 2;2.5;2;3;1;Это здание является примером функционального дизайна.
Ресторан 25;2.3;3;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гнездо 42;3.9;5;4;5;Это здание очень функционально.
Ферма 51;0.5;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Нора 65;0.3;1;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Осатаник 47;1.8;1;3;1;Это здание построено из стандартных строительных материалов.
Осатаник 47;3.7;3;4;5;Это здание очень функционально.
Борть 76;2.9;1;4;3;Это здание построено из стандартных строительных материалов.
Ресторан 93;0.7;2;5;2;Это здание построено из стандартных строительных материалов.
Кошара 23;2.9;5;1;3;У этого здания отличная архитектура.
Подвал 52;2.1;5;2;5;Это здание очень функционально.
Верфь 21;2.9;3;2;1;Это здание построено из стандартных строительных материалов.
Бомбоубежище 32;3.5;3;4;1;Это здание построено из стандартных строительных материалов.
Замок 37;4.2;3;1;4;Это здание не имеет особых архитектурных особенностей.
Верфь 21;3.9;5;1;5;Это здание имеет стандартную конструкцию.
Нора 65;3.5;2;2;1;Это здание имеет стандартную конструкцию.
Замок 98;2.7;2;5;5;Это здание представляет собой типичный образец современной архитектуры.
Музей 93;0.1;1;1;2;Это здание является примером функционального дизайна.
Дупло 100;2.1;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Торговый центр 53;2.6;3;3;5;Это здание является примером функционального дизайна.
Лестница 22;4.4;5;4;1;Это здание является примером функционального дизайна.
Лестница 22;2.0;5;2;1;Это здание представляет собой типичный образец современной архитектуры.
Кошара 23;1.6;3;2;4;Это здание является примером функционального дизайна.
Мост 68;0.3;1;2;1;Это здание является примером функционального дизайна.
Берлога 55;4.7;5;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ресторан 25;4.7;1;3;3;Это здание имеет стандартную конструкцию.
Йодль 71;3.7;2;3;3;Это здание построено из стандартных строительных материалов.
Плантация 78;4.9;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Лестница 82;0.9;2;1;5;Это здание очень функционально.
Мост 68;4.2;2;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 52;2.0;5;3;4;Это здание не имеет особых архитектурных особенностей.
Лестница 82;0.2;5;5;2;Это здание не имеет особых архитектурных особенностей.
Волчатник 12;4.9;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Нора 38;1.7;3;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Подвал 52;2.8;1;2;4;Мне нравится дизайн этого здания.
Ламарий 52;3.6;5;1;1;Это здание не имеет особых архитектурных особенностей.
Лестница 22;5.0;1;3;1;Это здание не имеет особых архитектурных особенностей.
Тоннель 98;0.3;2;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 98;3.1;4;1;1;Мне нравится дизайн этого здания.
Дупло 100;2.0;3;5;4;Это здание имеет стандартную конструкцию.
Улей 22;3.3;2;4;3;Мне нравится дизайн этого здания.
Верфь 8;4.1;3;4;3;Это здание имеет стандартную конструкцию.
Котельная 8;3.9;1;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Нора 65;0.3;2;1;1;Это здание представляет собой типичный образец современной архитектуры.
Ангар 74;2.7;4;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Супермаркет 7;3.6;1;1;4;У этого здания отличная архитектура.
Подвал 87;1.4;3;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 65;1.3;5;2;1;Это здание очень функционально.
 Вилла 80;3.6;3;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Усадьба 38;4.3;5;1;4;Это здание построено из стандартных строительных материалов.
Ферма 51;0.4;5;4;1;Мне нравится дизайн этого здания.
Стадион 80;3.1;3;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кошара 23;0.1;3;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 21;1.9;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лестница 22;4.7;2;1;4;Это здание имеет стандартную конструкцию.
Подвал 87;2.0;4;1;3;Это здание очень функционально.
Автомойка 15;0.6;3;3;5;Это здание является примером функционального дизайна.
ТЭЦ 75;0.1;3;4;5;Это здание имеет стандартную конструкцию.
Супермаркет 7;2.0;5;5;5;Это здание является примером функционального дизайна.
Конюшня 84;3.0;3;1;2;Это здание не имеет особых архитектурных особенностей.
Кошара 23;3.0;1;1;4;Это здание очень функционально.
Замок 98;2.9;1;4;4;Мне нравится дизайн этого здания.
Замок 98;3.4;1;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 2;0.1;3;5;2;Это здание прекрасно вписывается в окружающий ландшафт.
Торговый центр 53;3.4;5;1;4;Это здание не имеет особых архитектурных особенностей.
Торговый центр 53;4.0;3;3;4;Это здание является примером функционального дизайна.
Замок 37;3.0;3;5;3;Это здание не имеет особых архитектурных особенностей.
Мост 68;4.3;3;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Усадьба 38;0.7;5;4;1;Это здание не имеет особых архитектурных особенностей.
Верфь 8;4.1;4;3;4;Это здание является примером функционального дизайна.
Волчатник 12;2.1;4;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Чердак 10;0.6;4;1;2;Это здание прекрасно вписывается в окружающий ландшафт.
Борть 76;2.1;3;4;4;Это здание представляет собой типичный образец современной архитектуры.
Йодль 71;2.8;3;4;5;Это здание имеет стандартную конструкцию.
Шале 14;2.7;4;3;2;Это здание построено из стандартных строительных материалов.
Гнездо 42;4.3;4;3;2;Это здание имеет стандартную конструкцию.
Улей 67;2.3;3;4;3;Мне нравится дизайн этого здания.
Лежбище 18;1.7;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Берлога 55;0.6;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Чердак 10;4.2;1;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Шале 14;4.4;5;5;4;Это здание является примером функционального дизайна.
Подвал 87;2.8;2;3;1;Это здание является примером функционального дизайна.
Ангар 74;4.1;1;5;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ресторан 25;2.2;2;4;4;Это великолепное здание!
Замок 37;3.9;2;4;2;Это великолепное здание!
Лестница 22;2.4;5;4;3;Это великолепное здание!
Дупло 60;1.2;4;5;5;Это здание построено из стандартных строительных материалов.
Кошара 23;0.9;4;3;4;Это здание не имеет особых архитектурных особенностей.
Волчатник 12;0.4;5;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Плантация 78;2.1;4;5;5;Мне нравится дизайн этого здания.
Волчатник 12;1.0;4;4;4;Это здание имеет стандартную конструкцию.
Кошара 23;2.4;3;1;5;Мне нравится дизайн этого здания.
 Вилла 80;0.2;5;5;2;Это здание имеет стандартную конструкцию.
 Вилла 80;3.6;4;4;1;Это здание не имеет особых архитектурных особенностей.
Ресторан 25;1.1;5;3;5;Это здание имеет стандартную конструкцию.
Супермаркет 7;2.1;4;4;2;Это здание построено из стандартных строительных материалов.
Улей 67;3.9;1;3;3;Это здание является примером функционального дизайна.
Ферма 51;0.1;2;3;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
ТЭЦ 75;0.8;3;4;5;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 15;1.3;5;4;3;Это здание прекрасно вписывается в окружающий ландшафт.
Борть 76;0.8;1;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Тоннель 98;0.3;3;2;4;Это здание имеет стандартную конструкцию.
Замок 98;1.2;1;1;1;Это здание построено из стандартных строительных материалов.
Нора 38;0.4;5;2;4;Это здание не имеет особых архитектурных особенностей.
Кубло 55;3.6;1;5;1;Это здание не имеет особых архитектурных особенностей.
Ферма 51;2.5;5;2;1;У этого здания отличная архитектура.
Особняк 50;3.9;5;1;1;У этого здания отличная архитектура.
Тоннель 98;1.0;1;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Автомойка 15;4.1;5;3;2;Это здание очень функционально.
Верфь 8;3.2;5;4;2;Это здание построено из стандартных строительных материалов.
Кошара 23;0.7;3;5;4;У этого здания отличная архитектура.
Музей 93;4.1;4;4;1;У этого здания отличная архитектура.
Торговый центр 38;1.1;2;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Замок 98;0.1;2;4;3;Это здание очень функционально.
Волчатник 12;0.8;2;3;4;Это здание построено из стандартных строительных материалов.
Торговый центр 53;1.7;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Тоннель 98;4.6;1;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Мост 68;1.6;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Котельная 8;3.4;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Торговый центр 53;3.1;3;2;3;Это здание имеет стандартную конструкцию.
Ресторан 93;2.7;5;1;5;Это здание представляет собой типичный образец современной архитектуры.
Крольчатник 69;4.0;5;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 67;4.3;4;2;3;Это здание построено из стандартных строительных материалов.
Особняк 50;1.5;1;5;2;Это великолепное здание!
Лестница 82;1.0;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Дупло 100;3.1;5;4;2;Мне нравится дизайн этого здания.
Дупло 60;3.0;4;3;2;Это здание не имеет особых архитектурных особенностей.
ТЭЦ 75;3.9;3;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 37;2.1;2;4;2;Это здание представляет собой типичный образец современной архитектуры.
Лестница 22;4.4;3;5;2;Это здание очень функционально.
Гнездо 42;4.0;2;2;5;Это здание является примером функционального дизайна.
Йодль 71;4.1;2;4;1;У этого здания отличная архитектура.
Торговый центр 38;3.0;4;1;3;Это здание построено из стандартных строительных материалов.
Борть 76;1.3;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ангар 74;2.6;1;3;5;Это здание не имеет особых архитектурных особенностей.
Бункер 43;0.6;3;3;3;Мне нравится дизайн этого здания.
Лестница 82;3.1;3;5;2;Это здание построено из стандартных строительных материалов.
Осатаник 47;3.8;2;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 8;0.9;1;3;4;Это здание представляет собой типичный образец современной архитектуры.
Торговый центр 53;4.8;4;2;2;Это здание очень функционально.
Борть 76;3.6;3;4;5;Это здание является примером функционального дизайна.
Котельная 21;2.1;5;2;5;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 42;0.2;2;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Нора 38;1.5;4;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Нора 2;1.3;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Подвал 87;3.2;5;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 37;4.3;4;1;5;Это здание очень функционально.
Подвал 87;4.3;5;5;5;Это здание не имеет особых архитектурных особенностей.
Кошара 23;4.3;5;3;4;Это здание не имеет особых архитектурных особенностей.
Нора 38;3.6;4;1;5;Это здание построено из стандартных строительных материалов.
Ламарий 52;0.9;4;1;1;Это здание имеет стандартную конструкцию.
Ангар 74;1.2;5;3;3;Это здание не имеет особых архитектурных особенностей.
ТЭЦ 75;4.6;2;1;1;Мне нравится дизайн этого здания.
Дупло 60;1.5;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 22;2.1;5;1;3;Это здание имеет стандартную конструкцию.
Усадьба 38;0.2;2;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Особняк 50;3.7;1;1;1;Это здание представляет собой типичный образец современной архитектуры.
Лестница 82;3.7;2;4;5;Мне нравится дизайн этого здания.
Автомойка 19;4.9;2;2;4;Это здание является примером функционального дизайна.
Йодль 71;2.5;4;1;4;Это здание не имеет особых архитектурных особенностей.
Дупло 60;4.9;4;5;2;Это здание представляет собой типичный образец современной архитектуры.
Борть 76;2.6;1;2;4;Это здание имеет стандартную конструкцию.
Котельная 8;0.3;3;5;1;Это здание является примером функционального дизайна.
Улей 67;2.5;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Крольчатник 69;2.1;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 8;3.4;2;5;4;Это здание является примером функционального дизайна.
